Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2004,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,GB,GE,,8,550,feathers,,S,W
2004,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,GB,KZ,,3321,,feathers,,S,W
2004,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,SK,CS,SK,1,1,live,,N,W
2004,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,US,GB,GE,8,8,feathers,,S,W
2004,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,US,GB,KZ,3311,3321,feathers,,S,W
2004,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,DK,GL,,4,10,feathers,,S,W
2004,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,GE,,,550,feathers,,S,W
2004,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,KZ,,697,,feathers,,S,W
2004,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,NO,,200,,specimens,g,S,W
2004,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,LV,UA,,,1,live,,Z,U
2004,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,US,DE,,1,,specimens,,S,W
2004,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,US,GB,KZ,697,697,feathers,,S,W
2004,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,US,GB,RU,1,,live,,E,W
2004,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,US,GB,RU,,1,live,,Z,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,CA,US,CA,,32,feathers,,P,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,CA,US,CA,,3,unspecified,,P,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,CA,US,,,1,bone carvings,,P,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,CA,US,,,39,feathers,,P,U
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,CA,US,,,302,feathers,,P,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,CA,US,,,1,unspecified,,P,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,DE,CA,,,1,feathers,,P,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,IN,US,,,4,feathers,,Q,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,US,20,,feathers,,P,U
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,US,157,,feathers,,P,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,US,1,,unspecified,,P,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,XX,1,,feathers,,P,U
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,XX,1,,feathers,,P,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,XX,1,,unspecified,,P,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,2,,bone carvings,,P,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,1,,bodies,,P,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,1,,bones,,P,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,4,,claws,,P,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,26,,feathers,,H,U
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,2,,feathers,,H,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,238,,feathers,,P,U
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,1531,,feathers,,P,W
2004,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,4,,garments,,P,W
2004,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,BR,CN,BR,,7,feathers,,E,W
2004,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,BR,CN,BR,1,,unspecified,,E,W
2004,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,BZ,XX,,2,,live,,S,W
2004,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,CN,BR,,7,,feathers,,E,W
2004,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,CN,BR,,,1,unspecified,,E,W
2004,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,US,PA,,1,,feathers,,T,W
2004,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,US,PE,,1,,bodies,,P,W
2004,I,Anas nesiotis,Aves,Anseriformes,Anatidae,Anas,US,MX,,20,,trophies,,H,W
2004,I,Antilocapra americana,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,US,MX,,,5,live,,N,W
2004,I,Antilocapra americana sonoriensis,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,US,MX,,5,,live,,,W
2004,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,DE,CL,,,200,seeds,kg,S,W
2004,I,Ateles geoffroyi,Mammalia,Primates,Atelidae,Ateles,JP,CR,,50,,specimens,,S,W
2004,I,Brachyteles arachnoides,Mammalia,Primates,Atelidae,Brachyteles,US,BR,,,2020,specimens,,S,W
2004,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CA,DK,GL,1,,specimens,,S,W
2004,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CA,GL,,,20,specimens,,S,W
2004,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,3,2,bones,,P,W
2004,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,NO,GL,,,10,specimens,,S,W
2004,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,US,CA,US,1,,unspecified,,S,W
2004,I,Balaenidae spp.,Mammalia,Cetacea,Balaenidae,,NZ,NC,NZ,,334,carvings,,Q,W
2004,I,Eubalaena spp.,Mammalia,Cetacea,Balaenidae,Eubalaena,AU,NZ,,,2,carvings,,P,W
2004,I,Eubalaena spp.,Mammalia,Cetacea,Balaenidae,Eubalaena,NC,NZ,,,334,carvings,,Q,W
2004,I,Eubalaena spp.,Mammalia,Cetacea,Balaenidae,Eubalaena,NZ,TO,,1,,bones,,P,W
2004,I,Eubalaena spp.,Mammalia,Cetacea,Balaenidae,Eubalaena,NZ,TO,,2,,bone pieces,,P,W
2004,I,Eubalaena spp.,Mammalia,Cetacea,Balaenidae,Eubalaena,US,NZ,,,1,bones,,P,W
2004,I,Eubalaena spp.,Mammalia,Cetacea,Balaenidae,Eubalaena,US,NZ,,,1,carvings,,P,W
2004,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,JP,ZZ,,0.008,,skin pieces,kg,S,W
2004,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,US,AR,,242,292,specimens,,S,W
2004,I,Eubalaena glacialis,Mammalia,Cetacea,Balaenidae,Eubalaena,US,CA,,,215,bones,kg,S,W
2004,I,Eubalaena glacialis,Mammalia,Cetacea,Balaenidae,Eubalaena,US,CA,,12,,bones,,S,W
