Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2009,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,BE,NO,,,24,specimens,,S,W
2009,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,DK,GL,,6,6,bodies,,S,W
2009,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,DK,GL,,1,1,specimens,,S,W
2009,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,NO,,15,15,live,,N,W
2009,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,IE,NO,,,20,live,,N,W
2009,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,JP,RU,,10,,skins,,S,W
2009,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,JP,RU,,10,,specimens,,S,W
2009,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,US,GL,,,36,feathers,g,S,W
2009,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,US,GL,,103,,feathers,,S,W
2009,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,US,GL,,2,2,specimens,,S,W
2009,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,US,CA,PA,1,,specimens,,S,W
2009,I,Pithecophaga jefferyi,Aves,Falconiformes,Accipitridae,Pithecophaga,US,PH,,,4,feathers,,S,W
2009,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,ES,CL,,,65,roots,,S,W
2009,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,GB,CL,,10,,dried plants,,S,W
2009,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,GB,CL,,3747,,seeds,,S,W
2009,I,Alouatta palliata,Mammalia,Primates,Atelidae,Alouatta,CA,MX,,,15,specimens,,S,W
2009,I,Alouatta palliata,Mammalia,Primates,Atelidae,Alouatta,GB,MX,,,40,specimens,,S,W
2009,I,Alouatta palliata,Mammalia,Primates,Atelidae,Alouatta,US,MX,,,92,specimens,,S,W
2009,I,Alouatta pigra,Mammalia,Primates,Atelidae,Alouatta,CN,BZ,,,51,specimens,,S,W
2009,I,Alouatta pigra,Mammalia,Primates,Atelidae,Alouatta,US,CA,,,2,specimens,,S,W
2009,I,Alouatta pigra,Mammalia,Primates,Atelidae,Alouatta,US,MX,,,89,specimens,,S,W
2009,I,Ateles geoffroyi,Mammalia,Primates,Atelidae,Ateles,CN,BZ,,,70,specimens,,S,W
2009,I,Brachyteles arachnoides,Mammalia,Primates,Atelidae,Brachyteles,US,BR,,,30,derivatives,,S,W
2009,I,Brachyteles hypoxanthus,Mammalia,Primates,Atelidae,Brachyteles,US,BR,,,270,derivatives,,S,W
2009,I,Oreonax flavicauda,Mammalia,Primates,Atelidae,Oreonax,US,PE,,,106,specimens,,S,W
2009,I,Atrichornis clamosus,Aves,Passeriformes,Atrichornithidae,Atrichornis,US,AT,AU,1,,specimens,,S,W
2009,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CA,GL,,49,,specimens,,S,W
2009,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,CA,,,8,specimens,,S,W
2009,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,5,7,baleen,,P,W
2009,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,3,3,baleen,,S,W
2009,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,3,3,carvings,,P,W
2009,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,,49,specimens,,S,W
2009,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,GB,CA,,,1,carvings,,T,W
2009,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,GL,DK,GL,,1,baleen,,P,W
2009,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,US,CA,,3,,specimens,,S,W
2009,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,US,AR,,241,437,specimens,,S,W
2009,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,US,JP,XX,,43,skin pieces,,S,W
2009,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,US,JP,,43,,skin pieces,,S,W
2009,I,Eubalaena glacialis,Mammalia,Cetacea,Balaenidae,Eubalaena,DK,GL,,,1,specimens,,S,W
2009,I,Eubalaena glacialis,Mammalia,Cetacea,Balaenidae,Eubalaena,US,MX,,,10,specimens,,S,W
2009,I,Eubalaena japonica,Mammalia,Cetacea,Balaenidae,Eubalaena,US,RU,,1,1,specimens,,S,W
2009,I,Balaenoptera spp.,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,CA,US,1,,baleen,,H,W
2009,I,Balaenoptera spp.,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,CA,US,12,,baleen,,P,W
2009,I,Balaenoptera spp.,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,CA,US,3,,bone carvings,,P,W
2009,I,Balaenoptera spp.,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,CA,,2,,baleen,,P,W
2009,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,CA,IS,,,0.042,specimens,m3,S,W
2009,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,DK,NO,,,2,specimens,kg,S,W
2009,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,FO,NO,,,1920,meat,kg,T,W
2009,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,NO,,,2,baleen,,E,W
2009,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,IS,,,250,specimens,kg,T,W
2009,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,ZZ,,28,,bodies,,S,W
2009,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NO,IS,,,600,specimens,g,S,W
2009,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NO,JP,,,100,specimens,,S,W
2009,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,SE,IS,,3,,specimens,,S,W
2009,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,CA,,,25,specimens,,S,W
2009,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,JP,,3,,meat,,P,W
2009,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,ZZ,,679,,bodies,,S,W
2009,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,ZZ,,0.0006,,skin pieces,kg,S,W
2009,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NO,JP,,,100,specimens,,S,W
2009,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,AQ,,8,,specimens,,S,W
2009,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,AR,,3,,skin pieces,,,W
2009,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,ZZ,,100,,bodies,,S,W
2009,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,ZZ,,0.018,,skin pieces,kg,S,W
2009,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,CA,,,25,specimens,,S,W
2009,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,MX,,,10,specimens,,S,W
2009,I,Balaenoptera edeni,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,ZA,,32,,specimens,,S,W
2009,I,Balaenoptera edeni,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,AR,,3,,skin pieces,,,W
